"","Model","Region","Scenario","Year","Inequality index|Gini","Gini_recomputed","Gini_full"
"1991","NICE","Japan","650_impact_redist",2065,0.445300590799946,0.400770465389241,0.445300590799946
"1992","NICE","Japan","650_impact_redist",2070,0.44904438196467,0.40413988802598,0.44904438196467
"1993","NICE","Japan","650_impact_redist",2075,0.452811639933694,0.407530427450645,0.452811639933694
"1994","NICE","Japan","650_impact_redist",2080,0.456656927388944,0.410991193417676,0.456656927388944
"1995","NICE","Japan","650_impact_redist",2085,0.460769815403303,0.414692798505642,0.460769815403303
"1996","NICE","Japan","650_impact_redist",2090,0.465426740934088,0.418884037030956,0.465426740934088
"1997","NICE","Japan","650_impact_redist",2095,0.470392173111655,0.423352928722671,0.470392173111655
"1998","NICE","Japan","650_impact_redist",2100,0.475875268379,0.428287717059477,0.475875268379
"1999","NICE","Russia","650_impact_redist",2010,NA,NA,NA
"2000","NICE","Russia","650_impact_redist",2015,NA,NA,NA
"2001","NICE","Russia","650_impact_redist",2020,0.273250930037201,0.245925837033481,0.273250930037201
"2002","NICE","Russia","650_impact_redist",2025,0.273838382184888,0.245735520416463,0.273838382184888
"2003","NICE","Russia","650_impact_redist",2030,0.276288079224941,0.248068577515959,0.276288079224941
"2004","NICE","Russia","650_impact_redist",2035,0.278169479478507,0.24991196831982,0.278169479478507
"2005","NICE","Russia","650_impact_redist",2040,0.280145089610874,0.251900986662031,0.280145089610874
"2006","NICE","Russia","650_impact_redist",2045,0.281945941555871,0.253751313186924,0.281945941555871
"2007","NICE","Russia","650_impact_redist",2050,0.282583614535293,0.254325216749134,0.282583614535293
"2008","NICE","Russia","650_impact_redist",2055,0.283023710039022,0.254721302076125,0.283023710039022
"2009","NICE","Russia","650_impact_redist",2060,0.282959371354913,0.254663399680184,0.282959371354913
"2010","NICE","Russia","650_impact_redist",2065,0.282320835768266,0.254088721414672,0.282320835768266
"2011","NICE","Russia","650_impact_redist",2070,0.281223719362135,0.253101320193323,0.281223719362135
"2012","NICE","Russia","650_impact_redist",2075,0.280023273211144,0.252020923352478,0.280023273211144
"2013","NICE","Russia","650_impact_redist",2080,0.278699733268545,0.250829741515081,0.278699733268545
"2014","NICE","Russia","650_impact_redist",2085,0.277076242928305,0.249368603964225,0.277076242928305
"2015","NICE","Russia","650_impact_redist",2090,0.275247340992519,0.24772259539627,0.275247340992519
"2016","NICE","Russia","650_impact_redist",2095,0.273304201924052,0.245973772428007,0.273304201924052
"2017","NICE","Russia","650_impact_redist",2100,0.271253340646689,0.244127999092604,0.271253340646689
"2018","NICE","United States","650_impact_redist",2010,NA,NA,NA
"2019","NICE","United States","650_impact_redist",2015,NA,NA,NA
"2020","NICE","United States","650_impact_redist",2020,0.411947589014671,0.370752830113204,0.411947589014671
"2021","NICE","United States","650_impact_redist",2025,0.419155763206053,0.376352975651277,0.419155763206053
"2022","NICE","United States","650_impact_redist",2030,0.426183477978457,0.382696077168963,0.426183477978457
"2023","NICE","United States","650_impact_redist",2035,0.430968533328441,0.38701409063678,0.430968533328441
"2024","NICE","United States","650_impact_redist",2040,0.435087198263782,0.390794560898671,0.435087198263782
"2025","NICE","United States","650_impact_redist",2045,0.43898214958022,0.394489881797107,0.43898214958022
"2026","NICE","United States","650_impact_redist",2050,0.443139500840964,0.398615134955578,0.443139500840964
"2027","NICE","United States","650_impact_redist",2055,0.445832321388983,0.401248956086566,0.445832321388983
"2028","NICE","United States","650_impact_redist",2060,0.447215090939082,0.402493462075895,0.447215090939082
"2029","NICE","United States","650_impact_redist",2065,0.448356948176014,0.40352114973132,0.448356948176014
"2030","NICE","United States","650_impact_redist",2070,0.449373483223296,0.404436045554351,0.449373483223296
"2031","NICE","United States","650_impact_redist",2075,0.450391283591502,0.405352079693122,0.450391283591502
"2032","NICE","United States","650_impact_redist",2080,0.451399000511312,0.406259036866756,0.451399000511312
"2033","NICE","United States","650_impact_redist",2085,0.452439008097076,0.407195056123131,0.452439008097076
"2034","NICE","United States","650_impact_redist",2090,0.453577122546684,0.408219369522715,0.453577122546684
"2035","NICE","United States","650_impact_redist",2095,0.454903994868171,0.40941356233477,0.454903994868171
"2036","NICE","United States","650_impact_redist",2100,0.456410893906964,0.410769778015328,0.456410893906964
"2037","ReMIND","China","650_impact_redist",2010,NA,NA,NA
"2038","ReMIND","China","650_impact_redist",2015,0.499147095834655,0.466989030448281,0.499147095834655
"2039","ReMIND","China","650_impact_redist",2020,0.494860907990972,0.459034719840909,0.494860907990972
"2040","ReMIND","China","650_impact_redist",2025,0.471905448792064,0.41721217522545,0.471905448792064
"2041","ReMIND","China","650_impact_redist",2030,0.476444974554826,0.425370386174881,0.476444974554826
"2042","ReMIND","China","650_impact_redist",2035,0.475656136734976,0.42394851705123,0.475656136734976
"2043","ReMIND","China","650_impact_redist",2040,0.473572930299966,0.42020203946564,0.473572930299966
"2044","ReMIND","China","650_impact_redist",2045,0.47034738921131,0.41442581419036,0.47034738921131
"2045","ReMIND","China","650_impact_redist",2050,0.464874685766825,0.404695838826982,0.464874685766825
"2046","ReMIND","China","650_impact_redist",2055,0.459305180603793,0.3948878141218,0.459305180603793
"2047","ReMIND","China","650_impact_redist",2060,0.452914145047317,0.383754346577619,0.452914145047317
"2048","ReMIND","China","650_impact_redist",2065,0.444460787669237,0.369357455667032,0.444460787669237
"2049","ReMIND","China","650_impact_redist",2070,0.436007430291157,0.354960564748261,0.436007430291157
"2050","ReMIND","China","650_impact_redist",2075,0.425302455496924,0.337460070425278,0.425302455496924
"2051","ReMIND","China","650_impact_redist",2080,0.414597480702691,0.319959576196288,0.414597480702691
"2052","ReMIND","China","650_impact_redist",2085,0.401352454340614,0.299515366108964,0.401352454340614
"2053","ReMIND","China","650_impact_redist",2090,0.388107427978536,0.279071155913821,0.388107427978536
"2054","ReMIND","China","650_impact_redist",2095,0.371412336677728,0.255306252558694,0.371412336677728
"2055","ReMIND","China","650_impact_redist",2100,0.35471724537692,0.231541349203742,0.35471724537692
"2056","ReMIND","India","650_impact_redist",2010,NA,NA,NA
"2057","ReMIND","India","650_impact_redist",2015,0.444195795984546,0.368783850026121,0.444195795984546
"2058","ReMIND","India","650_impact_redist",2020,0.453021156160339,0.38393967264457,0.453021156160339
"2059","ReMIND","India","650_impact_redist",2025,0.414493351504397,0.31979351556904,0.414493351504397
"2060","ReMIND","India","650_impact_redist",2030,0.433863500369542,0.351380276828176,0.433863500369542
"2061","ReMIND","India","650_impact_redist",2035,0.447142816257018,0.373815612778264,0.447142816257018
"2062","ReMIND","India","650_impact_redist",2040,0.456427179218132,0.389857896328728,0.456427179218132
"2063","ReMIND","India","650_impact_redist",2045,0.461344316084374,0.39846754892307,0.461344316084374
"2064","ReMIND","India","650_impact_redist",2050,0.467344771656943,0.409076292257716,0.467344771656943
"2065","ReMIND","India","650_impact_redist",2055,0.475374623557585,0.423441517607756,0.475374623557585
"2066","ReMIND","India","650_impact_redist",2060,0.485485442163511,0.441787305404779,0.485485442163511
"2067","ReMIND","India","650_impact_redist",2065,0.495700818625558,0.460709726913478,0.495700818625558
"2068","ReMIND","India","650_impact_redist",2070,0.505916195087606,0.479632148426771,0.505916195087606
"2069","ReMIND","India","650_impact_redist",2075,0.515605595002667,0.497961833352127,0.515605595002667
"2070","ReMIND","India","650_impact_redist",2080,0.525294994917729,0.516291518226387,0.525294994917729
"2071","ReMIND","India","650_impact_redist",2085,0.534707018324643,0.534325916753534,0.534707018324643
"2072","ReMIND","India","650_impact_redist",2090,0.544119041731557,0.552360315291994,0.544119041731557
"2073","ReMIND","India","650_impact_redist",2095,0.554864104085557,0.573039326103681,0.554864104085557
"2074","ReMIND","India","650_impact_redist",2100,0.565609166439556,0.5937183353975,0.565609166439556
"2075","ReMIND","Japan","650_impact_redist",2010,NA,NA,NA
"2076","ReMIND","Japan","650_impact_redist",2015,0.412215385843499,0.31617113242802,0.412215385843499
"2077","ReMIND","Japan","650_impact_redist",2020,0.413505418549682,0.318220093425999,0.413505418549682
"2078","ReMIND","Japan","650_impact_redist",2025,0.413585522262382,0.318347529179581,0.413585522262382
"2079","ReMIND","Japan","650_impact_redist",2030,0.414914985101765,0.320466158677771,0.414914985101765
"2080","ReMIND","Japan","650_impact_redist",2035,0.416623787020773,0.323199160774696,0.416623787020773
"2081","ReMIND","Japan","650_impact_redist",2040,0.418040249734145,0.325472978539306,0.418040249734145
"2082","ReMIND","Japan","650_impact_redist",2045,0.418916104959924,0.326882754168272,0.418916104959924
"2083","ReMIND","Japan","650_impact_redist",2050,0.419555569300645,0.327913856520987,0.419555569300645
"2084","ReMIND","Japan","650_impact_redist",2055,0.420479223721599,0.329405907694054,0.420479223721599
"2085","ReMIND","Japan","650_impact_redist",2060,0.420964328622405,0.330190814547921,0.420964328622405
"2086","ReMIND","Japan","650_impact_redist",2065,0.420609377415747,0.329616648282476,0.420609377415747
"2087","ReMIND","Japan","650_impact_redist",2070,0.42025442620909,0.329042482018581,0.42025442620909
"2088","ReMIND","Japan","650_impact_redist",2075,0.419867634421212,0.328417883261444,0.419867634421212
"2089","ReMIND","Japan","650_impact_redist",2080,0.419480842633335,0.327793284502605,0.419480842633335
"2090","ReMIND","Japan","650_impact_redist",2085,0.418809146447805,0.326711287220744,0.418809146447805
"2091","ReMIND","Japan","650_impact_redist",2090,0.418137450262275,0.325629289938865,0.418137450262275
"2092","ReMIND","Japan","650_impact_redist",2095,0.417159289966051,0.324059708636812,0.417159289966051
"2093","ReMIND","Japan","650_impact_redist",2100,0.416181129669827,0.322490127334715,0.416181129669827
"2094","ReMIND","United States","650_impact_redist",2010,NA,NA,NA
"2095","ReMIND","United States","650_impact_redist",2015,0.463243387212538,0.401813104729023,0.463243387212538
"2096","ReMIND","United States","650_impact_redist",2020,0.470650055948836,0.414966532773538,0.470650055948836
"2097","ReMIND","United States","650_impact_redist",2025,0.474826233093073,0.422454523333809,0.474826233093073
"2098","ReMIND","United States","650_impact_redist",2030,0.473378501529614,0.419853007527863,0.473378501529614
"2099","ReMIND","United States","650_impact_redist",2035,0.476535283610044,0.425533278430342,0.476535283610044
"2100","ReMIND","United States","650_impact_redist",2040,0.480532242709273,0.432765305964319,0.480532242709273
"2101","ReMIND","United States","650_impact_redist",2045,0.482251586690304,0.435889639362238,0.482251586690304
"2102","ReMIND","United States","650_impact_redist",2050,0.483433536305759,0.438042009428783,0.483433536305759
"2103","ReMIND","United States","650_impact_redist",2055,0.484605199592696,0.440177839748875,0.484605199592696
"2104","ReMIND","United States","650_impact_redist",2060,0.485475953607452,0.441769960828766,0.485475953607452
"2105","ReMIND","United States","650_impact_redist",2065,0.486054935727861,0.442829152282632,0.486054935727861
"2106","ReMIND","United States","650_impact_redist",2070,0.48663391784827,0.443888343737426,0.48663391784827
"2107","ReMIND","United States","650_impact_redist",2075,0.487513125866426,0.445500029779721,0.487513125866426
"2108","ReMIND","United States","650_impact_redist",2080,0.488392333884582,0.447111715819944,0.488392333884582
"2109","ReMIND","United States","650_impact_redist",2085,0.489450630382801,0.44905681178457,0.489450630382801
"2110","ReMIND","United States","650_impact_redist",2090,0.49050892688102,0.451001907749322,0.49050892688102
"2111","ReMIND","United States","650_impact_redist",2095,0.490989230173696,0.451886494236169,0.490989230173696
"2112","ReMIND","United States","650_impact_redist",2100,0.491469533466372,0.452771080723134,0.491469533466372
"2113","Imaclim","Brazil","650_redist",2010,NA,NA,NA
"2114","Imaclim","Brazil","650_redist",2015,0.5674,0.523986,0.5674
"2115","Imaclim","Brazil","650_redist",2020,0.5712,0.527944576443389,0.5712
"2116","Imaclim","Brazil","650_redist",2025,0.5224,0.437123257534849,0.5224
"2117","Imaclim","Brazil","650_redist",2030,0.5278,0.442153784621538,0.5278
"2118","Imaclim","Brazil","650_redist",2035,0.5313,0.44538,0.5313
"2119","Imaclim","Brazil","650_redist",2040,0.5343,0.448132,0.5343
"2120","Imaclim","Brazil","650_redist",2045,0.5371,0.450618469076546,0.5371
"2121","Imaclim","Brazil","650_redist",2050,0.5402,0.453485534855349,0.5402
"2122","Imaclim","Brazil","650_redist",2055,0.5427,0.455721771129155,0.5427
"2123","Imaclim","Brazil","650_redist",2060,0.545,0.457846313852554,0.545
"2124","Imaclim","Brazil","650_redist",2065,0.5473,0.459983599835998,0.5473
"2125","Imaclim","Brazil","650_redist",2070,0.5495,0.461920476819073,0.5495
"2126","Imaclim","Brazil","650_redist",2075,0.5517,0.463969441222351,0.5517
"2127","Imaclim","Brazil","650_redist",2080,0.5539,0.4659986800264,0.5539
"2128","Imaclim","Brazil","650_redist",2085,0.556,0.467955281788729,0.556
"2129","Imaclim","Brazil","650_redist",2090,0.5579,0.46965703429657,0.5579
"2130","Imaclim","Brazil","650_redist",2095,0.5596,0.471249150033999,0.5596
"2131","Imaclim","Brazil","650_redist",2100,0.5613,0.472803263608367,0.5613
"2132","Imaclim","Canada","650_redist",2010,NA,NA,NA
"2133","Imaclim","Canada","650_redist",2015,0.2822,0.231082135071896,0.2822
"2134","Imaclim","Canada","650_redist",2020,0.2862,0.235065402616105,0.2862
"2135","Imaclim","Canada","650_redist",2025,0.2906,0.216763826532143,0.2906
"2136","Imaclim","Canada","650_redist",2030,0.2961,0.221754522816597,0.2961
"2137","Imaclim","Canada","650_redist",2035,0.3012,0.226462852399668,0.3012
"2138","Imaclim","Canada","650_redist",2040,0.3062,0.23112786767206,0.3062
"2139","Imaclim","Canada","650_redist",2045,0.3115,0.236024,0.3115
"2140","Imaclim","Canada","650_redist",2050,0.3169,0.241076696902721,0.3169
"2141","Imaclim","Canada","650_redist",2055,0.3228,0.246586136554538,0.3228
"2142","Imaclim","Canada","650_redist",2060,0.3291,0.252433805295576,0.3291
"2143","Imaclim","Canada","650_redist",2065,0.3359,0.258783587835878,0.3359
"2144","Imaclim","Canada","650_redist",2070,0.3431,0.265528965868977,0.3431
"2145","Imaclim","Canada","650_redist",2075,0.3507,0.272538823835285,0.3507
"2146","Imaclim","Canada","650_redist",2080,0.3586,0.279931598631973,0.3586
"2147","Imaclim","Canada","650_redist",2085,0.367,0.287803097721205,0.367
"2148","Imaclim","Canada","650_redist",2090,0.376,0.296260224386537,0.376
"2149","Imaclim","Canada","650_redist",2095,0.3857,0.305329733513324,0.3857
"2150","Imaclim","Canada","650_redist",2100,0.3962,0.315125848741513,0.3962
"2151","Imaclim","China","650_redist",2010,NA,NA,NA
"2152","Imaclim","China","650_redist",2015,0.4642,0.416657500824926,0.4642
"2153","Imaclim","China","650_redist",2020,0.4581,0.410265513275664,0.4581
"2154","Imaclim","China","650_redist",2025,0.4208,0.339937594383495,0.4208
"2155","Imaclim","China","650_redist",2030,0.4177,0.336964891053268,0.4177
"2156","Imaclim","China","650_redist",2035,0.4152,0.334421525201724,0.4152
"2157","Imaclim","China","650_redist",2040,0.4098,0.329084581691634,0.4098
"2158","Imaclim","China","650_redist",2045,0.4029,0.322444224442245,0.4029
"2159","Imaclim","China","650_redist",2050,0.3942,0.314178283565671,0.3942
"2160","Imaclim","China","650_redist",2055,0.384,0.304508,0.384
"2161","Imaclim","China","650_redist",2060,0.3723,0.29339160349621,0.3723
"2162","Imaclim","China","650_redist",2065,0.3595,0.281287812878129,0.3595
"2163","Imaclim","China","650_redist",2070,0.3452,0.267831608419579,0.3452
"2164","Imaclim","China","650_redist",2075,0.3292,0.25277505550111,0.3292
"2165","Imaclim","China","650_redist",2080,0.3114,0.236180467367284,0.3114
"2166","Imaclim","China","650_redist",2085,0.2916,0.217739419153532,0.2916
"2167","Imaclim","China","650_redist",2090,0.2697,0.197404207663387,0.2697
"2168","Imaclim","China","650_redist",2095,0.2456,0.175011000440018,0.2456
"2169","Imaclim","China","650_redist",2100,0.2194,0.150901927845772,0.2194
"2170","Imaclim","India","650_redist",2010,NA,NA,NA
"2171","Imaclim","India","650_redist",2015,0.3748,0.324859502809944,0.3748
"2172","Imaclim","India","650_redist",2020,0.3888,0.339141260111792,0.3888
"2173","Imaclim","India","650_redist",2025,0.3573,0.280912954352282,0.3573
"2174","Imaclim","India","650_redist",2030,0.3692,0.292102,0.3692
"2175","Imaclim","India","650_redist",2035,0.3795,0.301619902805832,0.3795
"2176","Imaclim","India","650_redist",2040,0.3895,0.310883455827209,0.3895
"2177","Imaclim","India","650_redist",2045,0.3993,0.320054796712197,0.3993
"2178","Imaclim","India","650_redist",2050,0.4088,0.328920867626029,0.4088
"2179","Imaclim","India","650_redist",2055,0.4191,0.33861993099655,0.4191
"2180","Imaclim","India","650_redist",2060,0.4302,0.349078036878525,0.4302
"2181","Imaclim","India","650_redist",2065,0.4422,0.360376037603761,0.4422
"2182","Imaclim","India","650_redist",2070,0.4557,0.373086963044456,0.4557
"2183","Imaclim","India","650_redist",2075,0.4715,0.388022401120056,0.4715
"2184","Imaclim","India","650_redist",2080,0.4864,0.402268977310227,0.4864
"2185","Imaclim","India","650_redist",2085,0.5036,0.41860793039652,0.5036
"2186","Imaclim","India","650_redist",2090,0.5223,0.436418092542776,0.5223
"2187","Imaclim","India","650_redist",2095,0.5421,0.455365339039829,0.5421
"2188","Imaclim","India","650_redist",2100,0.563,0.475450981960722,0.563
"2189","Imaclim","United States","650_redist",2010,NA,NA,NA
"2190","Imaclim","United States","650_redist",2015,0.4057,0.356485435145649,0.4057
"2191","Imaclim","United States","650_redist",2020,0.4176,0.368615664662993,0.4176
"2192","Imaclim","United States","650_redist",2025,0.4237,0.34130793460327,0.4237
"2193","Imaclim","United States","650_redist",2030,0.4307,0.347933917356694,0.4307
"2194","Imaclim","United States","650_redist",2035,0.4359,0.352840528405284,0.4359
"2195","Imaclim","United States","650_redist",2040,0.4399,0.356525956816977,0.4399
"2196","Imaclim","United States","650_redist",2045,0.4432,0.35967519350387,0.4432
"2197","Imaclim","United States","650_redist",2050,0.4461,0.362417006639469,0.4461
"2198","Imaclim","United States","650_redist",2055,0.4486,0.364724822014239,0.4486
"2199","Imaclim","United States","650_redist",2060,0.4507,0.366709332906671,0.4507
"2200","Imaclim","United States","650_redist",2065,0.4528,0.368565485238819,0.4528
"2201","Imaclim","United States","650_redist",2070,0.4546,0.370372592548149,0.4546
"2202","Imaclim","United States","650_redist",2075,0.4565,0.372056720567206,0.4565
"2203","Imaclim","United States","650_redist",2080,0.4583,0.373747050117995,0.4583
"2204","Imaclim","United States","650_redist",2085,0.46,0.37542173734788,0.46
"2205","Imaclim","United States","650_redist",2090,0.4618,0.377043393037513,0.4618
"2206","Imaclim","United States","650_redist",2095,0.4635,0.37867763967081,0.4635
"2207","Imaclim","United States","650_redist",2100,0.4653,0.380364767170955,0.4653
"2208","NICE","China","650_redist",2010,NA,NA,NA
"2209","NICE","China","650_redist",2015,NA,NA,NA
"2210","NICE","China","650_redist",2020,0.45529812913096,0.409768316217865,0.45529812913096
"2211","NICE","China","650_redist",2025,0.445038841301313,0.398594513901718,0.445038841301313
"2212","NICE","China","650_redist",2030,0.440699132079675,0.394969822553396,0.440699132079675
"2213","NICE","China","650_redist",2035,0.433928244276288,0.389234437532118,0.433928244276288
"2214","NICE","China","650_redist",2040,0.424911207803628,0.381612311761743,0.424911207803628
"2215","NICE","China","650_redist",2045,0.414900631023239,0.373176577006887,0.414900631023239
"2216","NICE","China","650_redist",2050,0.402285622614877,0.362057060353389,0.402285622614877
"2217","NICE","China","650_redist",2055,0.387172102427955,0.34845489218516,0.387172102427955
"2218","NICE","China","650_redist",2060,0.370653947884531,0.333588553096079,0.370653947884531
"2219","NICE","China","650_redist",2065,0.352619980167787,0.317357982151008,0.352619980167787
"2220","NICE","China","650_redist",2070,0.333312637078436,0.299981373370593,0.333312637078436
"2221","NICE","China","650_redist",2075,0.312390788847333,0.2811517099626,0.312390788847333
"2222","NICE","China","650_redist",2080,0.289726233431707,0.260753610088536,0.289726233431707
"2223","NICE","China","650_redist",2085,0.265082500553372,0.238574250498035,0.265082500553372
"2224","NICE","China","650_redist",2090,0.23837878268744,0.214540904418695,0.23837878268744
"2225","NICE","China","650_redist",2095,0.209596289954053,0.188636660958649,0.209596289954053
"2226","NICE","China","650_redist",2100,0.178897331541628,0.161007598387465,0.178897331541628
"2227","NICE","India","650_redist",2010,NA,NA,NA
"2228","NICE","India","650_redist",2015,NA,NA,NA
"2229","NICE","India","650_redist",2020,0.380491582693604,0.342442424424244,0.380491582693604
"2230","NICE","India","650_redist",2025,0.390902765197776,0.349874075782366,0.390902765197776
"2231","NICE","India","650_redist",2030,0.403579123683015,0.361144193473646,0.403579123683015
"2232","NICE","India","650_redist",2035,0.412733178809981,0.369469964938911,0.412733178809981
"2233","NICE","India","650_redist",2040,0.422161000750412,0.378186992059148,0.422161000750412
"2234","NICE","India","650_redist",2045,0.432811096415051,0.388101923782847,0.432811096415051
"2235","NICE","India","650_redist",2050,0.445007220311306,0.399566965112665,0.445007220311306
"2236","NICE","India","650_redist",2055,0.459121076129612,0.413019581680588,0.459121076129612
"2237","NICE","India","650_redist",2060,0.472682328512787,0.425414095661508,0.472682328512787
"2238","NICE","India","650_redist",2065,0.486825323189812,0.43814279087083,0.486825323189812
"2239","NICE","India","650_redist",2070,0.502337515255703,0.452103763730133,0.502337515255703
"2240","NICE","India","650_redist",2075,0.51939048008932,0.467451432080389,0.51939048008932
"2241","NICE","India","650_redist",2080,0.538038837831437,0.484234954048294,0.538038837831437
"2242","NICE","India","650_redist",2085,0.558417049671393,0.502575344704254,0.558417049671393
"2243","NICE","India","650_redist",2090,0.580580834771549,0.522522751294395,0.580580834771549
"2244","NICE","India","650_redist",2095,0.604435423142252,0.543991880828028,0.604435423142252
"2245","NICE","India","650_redist",2100,0.630173059790609,0.567155753811548,0.630173059790609
"2246","NICE","Japan","650_redist",2010,NA,NA,NA
"2247","NICE","Japan","650_redist",2015,NA,NA,NA
"2248","NICE","Japan","650_redist",2020,0.40906,0.368154,0.40906
"2249","NICE","Japan","650_redist",2025,0.410738558043252,0.368667920056487,0.410738558043252
"2250","NICE","Japan","650_redist",2030,0.414725669529065,0.372279581441713,0.414725669529065
"2251","NICE","Japan","650_redist",2035,0.418254685351753,0.375438802644393,0.418254685351753
"2252","NICE","Japan","650_redist",2040,0.422520178040208,0.379309979986782,0.422520178040208
"2253","NICE","Japan","650_redist",2045,0.42686517445283,0.38331401957733,0.42686517445283
"2254","NICE","Japan","650_redist",2050,0.431321378253843,0.387486925706379,0.431321378253843
"2255","NICE","Japan","650_redist",2055,0.435986853046953,0.391942058859602,0.435986853046953
"2256","NICE","Japan","650_redist",2060,0.44114409006604,0.396950284937013,0.44114409006604
"2257","NICE","Japan","650_redist",2065,0.445301776038241,0.400771598434417,0.445301776038241
"2258","NICE","Japan","650_redist",2070,0.449045244472047,0.404140720024843,0.449045244472047
"2259","NICE","Japan","650_redist",2075,0.452812245082937,0.407531020574644,0.452812245082937
"2260","NICE","Japan","650_redist",2080,0.456657309613206,0.410991578651886,0.456657309613206
"2261","NICE","Japan","650_redist",2085,0.460770010265204,0.414693009238684,0.460770010265204
"2262","NICE","Japan","650_redist",2090,0.46542678094534,0.418884102850806,0.46542678094534
"2263","NICE","Japan","650_redist",2095,0.470392089236979,0.423352880313281,0.470392089236979
"2264","NICE","Japan","650_redist",2100,0.475875083444442,0.428287575099998,0.475875083444442
"2265","NICE","Russia","650_redist",2010,NA,NA,NA
"2266","NICE","Russia","650_redist",2015,NA,NA,NA
"2267","NICE","Russia","650_redist",2020,0.273250930037201,0.24592583703348,0.273250930037201
"2268","NICE","Russia","650_redist",2025,0.273849021400812,0.245742738586316,0.273849021400812
"2269","NICE","Russia","650_redist",2030,0.276298078495673,0.248075441226874,0.276298078495673
"2270","NICE","Russia","650_redist",2035,0.27817805893055,0.249917934476207,0.27817805893055
"2271","NICE","Russia","650_redist",2040,0.280150505083918,0.25190485918563,0.280150505083918
"2272","NICE","Russia","650_redist",2045,0.28194688342131,0.253752195079179,0.28194688342131
"2273","NICE","Russia","650_redist",2050,0.282584487047771,0.254326038342993,0.282584487047771
"2274","NICE","Russia","650_redist",2055,0.283024477261604,0.254722029535444,0.283024477261604
"2275","NICE","Russia","650_redist",2060,0.282959959891165,0.254663963902049,0.282959959891165
"2276","NICE","Russia","650_redist",2065,0.282321243398165,0.254089119058348,0.282321243398165
"2277","NICE","Russia","650_redist",2070,0.281223976071837,0.253101578464653,0.281223976071837
"2278","NICE","Russia","650_redist",2075,0.280023408478657,0.252021067630791,0.280023408478657
"2279","NICE","Russia","650_redist",2080,0.278699778707363,0.250829800836626,0.278699778707363
"2280","NICE","Russia","650_redist",2085,0.2770762205891,0.24936859853019,0.2770762205891
"2281","NICE","Russia","650_redist",2090,0.275247269809876,0.247722542828888,0.275247269809876
"2282","NICE","Russia","650_redist",2095,0.273304096114049,0.245973686502644,0.273304096114049
"2283","NICE","Russia","650_redist",2100,0.271253214624913,0.244127893162422,0.271253214624913
"2284","NICE","United States","650_redist",2010,NA,NA,NA
"2285","NICE","United States","650_redist",2015,NA,NA,NA
"2286","NICE","United States","650_redist",2020,0.411947589014671,0.370752830113204,0.411947589014671
"2287","NICE","United States","650_redist",2025,0.419170990373425,0.376363397083151,0.419170990373425
"2288","NICE","United States","650_redist",2030,0.426200369481362,0.38270772867254,0.426200369481362
"2289","NICE","United States","650_redist",2035,0.430987250487747,0.387027062080755,0.430987250487747
"2290","NICE","United States","650_redist",2040,0.435106238917716,0.3908077895734,0.435106238917716
"2291","NICE","United States","650_redist",2045,0.438998072389763,0.394500965595125,0.438998072389763
"2292","NICE","United States","650_redist",2050,0.443145682530358,0.398619513309481,0.443145682530358
"2293","NICE","United States","650_redist",2055,0.44583230562515,0.401249075062635,0.44583230562515
"2294","NICE","United States","650_redist",2060,0.447215018680581,0.402493516812523,0.447215018680581
"2295","NICE","United States","650_redist",2065,0.44835680981673,0.403521128835057,0.44835680981673
"2296","NICE","United States","650_redist",2070,0.449373286352228,0.404435957717005,0.449373286352228
"2297","NICE","United States","650_redist",2075,0.450391039107233,0.405351935196511,0.450391039107233
"2298","NICE","United States","650_redist",2080,0.451398708122605,0.406258837310345,0.451398708122605
"2299","NICE","United States","650_redist",2085,0.452438686832343,0.407194818149109,0.452438686832343
"2300","NICE","United States","650_redist",2090,0.453576785542402,0.408219106988162,0.453576785542402
"2301","NICE","United States","650_redist",2095,0.454903648990898,0.409413284091809,0.454903648990898
"2302","NICE","United States","650_redist",2100,0.456410550431796,0.410769495388616,0.456410550431796
"2303","ReMIND","China","650_redist",2010,NA,NA,NA
"2304","ReMIND","China","650_redist",2015,0.498701952843895,0.466161019365118,0.498701952843895
"2305","ReMIND","China","650_redist",2020,0.494463497543234,0.458299328273338,0.494463497543234
"2306","ReMIND","China","650_redist",2025,0.474231569001148,0.421385210986063,0.474231569001148
"2307","ReMIND","China","650_redist",2030,0.475320509424878,0.423344085482153,0.475320509424878
"2308","ReMIND","China","650_redist",2035,0.474284677444989,0.42148066845314,0.474284677444989
"2309","ReMIND","China","650_redist",2040,0.471805766334995,0.417033695506334,0.471805766334995
"2310","ReMIND","China","650_redist",2045,0.468703437576316,0.411493594133084,0.468703437576316
"2311","ReMIND","China","650_redist",2050,0.46340937816784,0.402106059566997,0.46340937816784
"2312","ReMIND","China","650_redist",2055,0.458535383141163,0.393539839755202,0.458535383141163
"2313","ReMIND","China","650_redist",2060,0.450904205036514,0.380280463558023,0.450904205036514
"2314","ReMIND","China","650_redist",2065,0.441925596108499,0.365067600258429,0.441925596108499
"2315","ReMIND","China","650_redist",2070,0.432946987180484,0.34985473695053,0.432946987180484
"2316","ReMIND","China","650_redist",2075,0.422346258363487,0.332640589474408,0.422346258363487
"2317","ReMIND","China","650_redist",2080,0.41174552954649,0.31542644205622,0.41174552954649
"2318","ReMIND","China","650_redist",2085,0.398698908341646,0.295424223460285,0.398698908341646
"2319","ReMIND","China","650_redist",2090,0.385652287136802,0.27542200479915,0.385652287136802
