,Model,Region,Variable,Unit,Year,WP4_REF,Scenario,value,change,DEC
265,AIM,JPN,Consumption Decile|D7,%,2070,10.53801403,WP4_1150,10.53384679,-0.039544783,7
266,AIM,JPN,Consumption Decile|D7,%,2070,10.53801403,WP4_1150_redist,10.59986147,0.586898421,7
267,AIM,JPN,Consumption Decile|D7,%,2070,10.53801403,WP4_650,10.53380552,-0.039936418,7
268,AIM,JPN,Consumption Decile|D7,%,2070,10.53801403,WP4_650_redist,10.59601355,0.550383792,7
269,AIM,JPN,Consumption Decile|D7,%,2080,10.54035377,WP4_1150,10.53815535,-0.020857207,7
270,AIM,JPN,Consumption Decile|D7,%,2080,10.54035377,WP4_1150_redist,10.58964015,0.467597023,7
271,AIM,JPN,Consumption Decile|D7,%,2080,10.54035377,WP4_650,10.53806553,-0.021709291,7
272,AIM,JPN,Consumption Decile|D7,%,2080,10.54035377,WP4_650_redist,10.59100278,0.48052479,7
273,AIM,JPN,Consumption Decile|D7,%,2090,10.54598973,WP4_1150,10.54491642,-0.010177365,7
274,AIM,JPN,Consumption Decile|D7,%,2090,10.54598973,WP4_1150_redist,10.58890554,0.406939651,7
275,AIM,JPN,Consumption Decile|D7,%,2090,10.54598973,WP4_650,10.54477948,-0.011475907,7
276,AIM,JPN,Consumption Decile|D7,%,2090,10.54598973,WP4_650_redist,10.58907456,0.408542331,7
277,AIM,JPN,Consumption Decile|D7,%,2100,10.55180556,WP4_1150,10.55180155,-3.80E-05,7
278,AIM,JPN,Consumption Decile|D7,%,2100,10.55180556,WP4_1150_redist,10.58848327,0.347596506,7
279,AIM,JPN,Consumption Decile|D7,%,2100,10.55180556,WP4_650,10.55160793,-0.00187295,7
280,AIM,JPN,Consumption Decile|D7,%,2100,10.55180556,WP4_650_redist,10.58799602,0.342978824,7
281,AIM,JPN,Consumption Decile|D8,%,2010,12.5359,WP4_1150,12.5359,0,8
282,AIM,JPN,Consumption Decile|D8,%,2010,12.5359,WP4_1150_redist,12.5359,0,8
283,AIM,JPN,Consumption Decile|D8,%,2010,12.5359,WP4_650,12.5359,0,8
284,AIM,JPN,Consumption Decile|D8,%,2010,12.5359,WP4_650_redist,12.5359,0,8
285,AIM,JPN,Consumption Decile|D8,%,2020,12.5403,WP4_1150,12.5403,0,8
286,AIM,JPN,Consumption Decile|D8,%,2020,12.5403,WP4_1150_redist,12.5403,0,8
287,AIM,JPN,Consumption Decile|D8,%,2020,12.5403,WP4_650,12.5403,0,8
288,AIM,JPN,Consumption Decile|D8,%,2020,12.5403,WP4_650_redist,12.5403,0,8
289,AIM,JPN,Consumption Decile|D8,%,2030,12.5509,WP4_1150,12.5244,-0.211140237,8
290,AIM,JPN,Consumption Decile|D8,%,2030,12.5509,WP4_1150_redist,12.4095,-1.126612434,8
291,AIM,JPN,Consumption Decile|D8,%,2030,12.5509,WP4_650,12.5227,-0.224685082,8
292,AIM,JPN,Consumption Decile|D8,%,2030,12.5509,WP4_650_redist,12.3119,-1.904245911,8
293,AIM,JPN,Consumption Decile|D8,%,2040,12.5562,WP4_1150,12.5562,0,8
294,AIM,JPN,Consumption Decile|D8,%,2040,12.5562,WP4_1150_redist,12.4573,-0.787658687,8
295,AIM,JPN,Consumption Decile|D8,%,2040,12.5562,WP4_650,12.5366,-0.156098183,8
296,AIM,JPN,Consumption Decile|D8,%,2040,12.5562,WP4_650_redist,12.4007,-1.23843201,8
297,AIM,JPN,Consumption Decile|D8,%,2050,12.5601,WP4_1150,12.5601,0,8
298,AIM,JPN,Consumption Decile|D8,%,2050,12.5601,WP4_1150_redist,12.4632,-0.771490673,8
299,AIM,JPN,Consumption Decile|D8,%,2050,12.5601,WP4_650,12.5465,-0.108279393,8
300,AIM,JPN,Consumption Decile|D8,%,2050,12.5601,WP4_650_redist,12.4471,-0.899674366,8
301,AIM,JPN,Consumption Decile|D8,%,2060,12.56231362,WP4_1150,12.55360656,-0.069311011,8
302,AIM,JPN,Consumption Decile|D8,%,2060,12.56231362,WP4_1150_redist,12.4515469,-0.881738208,8
303,AIM,JPN,Consumption Decile|D8,%,2060,12.56231362,WP4_650,12.55357465,-0.069564991,8
304,AIM,JPN,Consumption Decile|D8,%,2060,12.56231362,WP4_650_redist,12.48188299,-0.64025337,8
305,AIM,JPN,Consumption Decile|D8,%,2070,12.56068052,WP4_1150,12.55569176,-0.039717253,8
306,AIM,JPN,Consumption Decile|D8,%,2070,12.56068052,WP4_1150_redist,12.48555468,-0.598103233,8
307,AIM,JPN,Consumption Decile|D8,%,2070,12.56068052,WP4_650,12.55577565,-0.039049353,8
308,AIM,JPN,Consumption Decile|D8,%,2070,12.56068052,WP4_650_redist,12.49133057,-0.55211936,8
309,AIM,JPN,Consumption Decile|D8,%,2080,12.55981965,WP4_1150,12.55712454,-0.02145821,8
310,AIM,JPN,Consumption Decile|D8,%,2080,12.55981965,WP4_1150_redist,12.50235292,-0.457544226,8
311,AIM,JPN,Consumption Decile|D8,%,2080,12.55981965,WP4_650,12.55723178,-0.020604339,8
312,AIM,JPN,Consumption Decile|D8,%,2080,12.55981965,WP4_650_redist,12.50040544,-0.473049814,8
313,AIM,JPN,Consumption Decile|D8,%,2090,12.55740471,WP4_1150,12.55609857,-0.010401417,8
314,AIM,JPN,Consumption Decile|D8,%,2090,12.55740471,WP4_1150_redist,12.50706501,-0.400876634,8
315,AIM,JPN,Consumption Decile|D8,%,2090,12.55740471,WP4_650,12.55620874,-0.009524043,8
316,AIM,JPN,Consumption Decile|D8,%,2090,12.55740471,WP4_650_redist,12.50674113,-0.403455823,8
317,AIM,JPN,Consumption Decile|D8,%,2100,12.55479516,WP4_1150,12.55479164,-2.80E-05,8
318,AIM,JPN,Consumption Decile|D8,%,2100,12.55479516,WP4_1150_redist,12.51135295,-0.346020839,8
319,AIM,JPN,Consumption Decile|D8,%,2100,12.55479516,WP4_650,12.55489652,0.000807325,8
320,AIM,JPN,Consumption Decile|D8,%,2100,12.55479516,WP4_650_redist,12.51193015,-0.341423378,8
321,AIM,JPN,Consumption Decile|D9,%,2010,15.5406,WP4_1150,15.5406,0,9
322,AIM,JPN,Consumption Decile|D9,%,2010,15.5406,WP4_1150_redist,15.5406,0,9
323,AIM,JPN,Consumption Decile|D9,%,2010,15.5406,WP4_650,15.5406,0,9
324,AIM,JPN,Consumption Decile|D9,%,2010,15.5406,WP4_650_redist,15.5406,0,9
325,AIM,JPN,Consumption Decile|D9,%,2020,15.5659,WP4_1150,15.5659,0,9
326,AIM,JPN,Consumption Decile|D9,%,2020,15.5659,WP4_1150_redist,15.5659,0,9
327,AIM,JPN,Consumption Decile|D9,%,2020,15.5659,WP4_650,15.5659,0,9
328,AIM,JPN,Consumption Decile|D9,%,2020,15.5659,WP4_650_redist,15.5659,0,9
329,AIM,JPN,Consumption Decile|D9,%,2030,15.6311,WP4_1150,15.5988,-0.206639328,9
330,AIM,JPN,Consumption Decile|D9,%,2030,15.6311,WP4_1150_redist,15.0853,-3.491756818,9
331,AIM,JPN,Consumption Decile|D9,%,2030,15.6311,WP4_650,15.5973,-0.216235582,9
332,AIM,JPN,Consumption Decile|D9,%,2030,15.6311,WP4_650_redist,14.7704,-5.506330329,9
333,AIM,JPN,Consumption Decile|D9,%,2040,15.6649,WP4_1150,15.6652,0.00191511,9
334,AIM,JPN,Consumption Decile|D9,%,2040,15.6649,WP4_1150_redist,15.2611,-2.57773749,9
335,AIM,JPN,Consumption Decile|D9,%,2040,15.6649,WP4_650,15.6413,-0.150655287,9
336,AIM,JPN,Consumption Decile|D9,%,2040,15.6649,WP4_650_redist,15.0614,-3.852562097,9
337,AIM,JPN,Consumption Decile|D9,%,2050,15.6912,WP4_1150,15.6916,0.0025492,9
338,AIM,JPN,Consumption Decile|D9,%,2050,15.6912,WP4_1150_redist,15.2885,-2.566406648,9
339,AIM,JPN,Consumption Decile|D9,%,2050,15.6912,WP4_650,15.6749,-0.103879882,9
340,AIM,JPN,Consumption Decile|D9,%,2050,15.6912,WP4_650_redist,15.229,-2.945600082,9
341,AIM,JPN,Consumption Decile|D9,%,2060,15.70590967,WP4_1150,15.69538671,-0.066999996,9
342,AIM,JPN,Consumption Decile|D9,%,2060,15.70590967,WP4_1150_redist,15.24701119,-2.921820426,9
343,AIM,JPN,Consumption Decile|D9,%,2060,15.70590967,WP4_650,15.69553692,-0.06604361,9
344,AIM,JPN,Consumption Decile|D9,%,2060,15.70590967,WP4_650_redist,15.36240677,-2.18709332,9
345,AIM,JPN,Consumption Decile|D9,%,2070,15.6932883,WP4_1150,15.68703143,-0.039869705,9
346,AIM,JPN,Consumption Decile|D9,%,2070,15.6932883,WP4_1150_redist,15.37261292,-2.043391898,9
347,AIM,JPN,Consumption Decile|D9,%,2070,15.6932883,WP4_650,15.68736207,-0.037762822,9
348,AIM,JPN,Consumption Decile|D9,%,2070,15.6932883,WP4_650_redist,15.3954486,-1.897879492,9
349,AIM,JPN,Consumption Decile|D9,%,2080,15.68638475,WP4_1150,15.68290812,-0.022163379,9
350,AIM,JPN,Consumption Decile|D9,%,2080,15.68638475,WP4_1150_redist,15.43716373,-1.588772812,9
351,AIM,JPN,Consumption Decile|D9,%,2080,15.68638475,WP4_650,15.68337762,-0.019170344,9
352,AIM,JPN,Consumption Decile|D9,%,2080,15.68638475,WP4_650_redist,15.42935302,-1.638565731,9
353,AIM,JPN,Consumption Decile|D9,%,2090,15.66883243,WP4_1150,15.66715585,-0.010700076,9
354,AIM,JPN,Consumption Decile|D9,%,2090,15.66883243,WP4_1150_redist,15.45104008,-1.389971779,9
355,AIM,JPN,Consumption Decile|D9,%,2090,15.66883243,WP4_650,15.66773328,-0.007014845,9
356,AIM,JPN,Consumption Decile|D9,%,2090,15.66883243,WP4_650_redist,15.44990205,-1.397234779,9
357,AIM,JPN,Consumption Decile|D9,%,2100,15.65041163,WP4_1150,15.65040499,-4.25E-05,9
358,AIM,JPN,Consumption Decile|D9,%,2100,15.65041163,WP4_1150_redist,15.46198615,-1.203965019,9
359,AIM,JPN,Consumption Decile|D9,%,2100,15.65041163,WP4_650,15.65107889,0.00426354,9
360,AIM,JPN,Consumption Decile|D9,%,2100,15.65041163,WP4_650_redist,15.46440256,-1.188525102,9
361,AIM,JPN,Consumption Decile|D10,%,2010,24.1918,WP4_1150,24.1918,0,10
362,AIM,JPN,Consumption Decile|D10,%,2010,24.1918,WP4_1150_redist,24.1918,0,10
363,AIM,JPN,Consumption Decile|D10,%,2010,24.1918,WP4_650,24.1918,0,10
364,AIM,JPN,Consumption Decile|D10,%,2010,24.1918,WP4_650_redist,24.1918,0,10
365,AIM,JPN,Consumption Decile|D10,%,2020,24.2993,WP4_1150,24.2993,0,10
366,AIM,JPN,Consumption Decile|D10,%,2020,24.2993,WP4_1150_redist,24.2993,0,10
367,AIM,JPN,Consumption Decile|D10,%,2020,24.2993,WP4_650,24.2993,0,10
368,AIM,JPN,Consumption Decile|D10,%,2020,24.2993,WP4_650_redist,24.2993,0,10
369,AIM,JPN,Consumption Decile|D10,%,2030,24.5806,WP4_1150,24.5322,-0.196903249,10
370,AIM,JPN,Consumption Decile|D10,%,2030,24.5806,WP4_1150_redist,22.5527,-8.250002034,10
371,AIM,JPN,Consumption Decile|D10,%,2030,24.5806,WP4_650,24.5317,-0.198937373,10
372,AIM,JPN,Consumption Decile|D10,%,2030,24.5806,WP4_650_redist,21.4879,-12.58187351,10
373,AIM,JPN,Consumption Decile|D10,%,2040,24.7283,WP4_1150,24.73,0.006874714,10
374,AIM,JPN,Consumption Decile|D10,%,2040,24.7283,WP4_1150_redist,23.1895,-6.222829713,10
375,AIM,JPN,Consumption Decile|D10,%,2040,24.7283,WP4_650,24.6939,-0.139111868,10
376,AIM,JPN,Consumption Decile|D10,%,2040,24.7283,WP4_650_redist,22.4778,-9.100908675,10
377,AIM,JPN,Consumption Decile|D10,%,2050,24.8445,WP4_1150,24.8463,0.007245064,10
378,AIM,JPN,Consumption Decile|D10,%,2050,24.8445,WP4_1150_redist,23.2968,-6.229547787,10
379,AIM,JPN,Consumption Decile|D10,%,2050,24.8445,WP4_650,24.8215,-0.092575822,10
380,AIM,JPN,Consumption Decile|D10,%,2050,24.8445,WP4_650_redist,23.0798,-7.102980539,10
381,AIM,JPN,Consumption Decile|D10,%,2060,24.90960926,WP4_1150,24.89417461,-0.061962655,10
382,AIM,JPN,Consumption Decile|D10,%,2060,24.90960926,WP4_1150_redist,23.14734303,-7.074644214,10
383,AIM,JPN,Consumption Decile|D10,%,2060,24.90960926,WP4_650,24.89513866,-0.05809243,10
384,AIM,JPN,Consumption Decile|D10,%,2060,24.90960926,WP4_650_redist,23.57363837,-5.363275188,10
385,AIM,JPN,Consumption Decile|D10,%,2070,24.85223138,WP4_1150,24.84225052,-0.040160812,10
386,AIM,JPN,Consumption Decile|D10,%,2070,24.85223138,WP4_1150_redist,23.60464653,-5.020011388,10
387,AIM,JPN,Consumption Decile|D10,%,2070,24.85223138,WP4_650,24.84357109,-0.03484712,10
388,AIM,JPN,Consumption Decile|D10,%,2070,24.85223138,WP4_650_redist,23.69056745,-4.674284201,10
389,AIM,JPN,Consumption Decile|D10,%,2080,24.82063974,WP4_1150,24.81476182,-0.023681595,10
390,AIM,JPN,Consumption Decile|D10,%,2080,24.82063974,WP4_1150_redist,23.84389375,-3.935216824,10
391,AIM,JPN,Consumption Decile|D10,%,2080,24.82063974,WP4_650,24.81666929,-0.015996586,10
392,AIM,JPN,Consumption Decile|D10,%,2080,24.82063974,WP4_650_redist,23.81426323,-4.054595383,10
393,AIM,JPN,Consumption Decile|D10,%,2090,24.74175547,WP4_1150,24.73895066,-0.01133631,10
394,AIM,JPN,Consumption Decile|D10,%,2090,24.74175547,WP4_1150_redist,23.88836689,-3.449183633,10
395,AIM,JPN,Consumption Decile|D10,%,2090,24.74175547,WP4_650,24.74138104,-0.001513349,10
396,AIM,JPN,Consumption Decile|D10,%,2090,24.74175547,WP4_650_redist,23.88411511,-3.466368253,10
397,AIM,JPN,Consumption Decile|D10,%,2100,24.65930261,WP4_1150,24.65931873,6.54E-05,10
398,AIM,JPN,Consumption Decile|D10,%,2100,24.65930261,WP4_1150_redist,23.9273159,-2.968399871,10
399,AIM,JPN,Consumption Decile|D10,%,2100,24.65930261,WP4_650,24.6622318,0.011878629,10
400,AIM,JPN,Consumption Decile|D10,%,2100,24.65930261,WP4_650_redist,23.93717527,-2.928417536,10
